http://snomed.info/sct#999004691000230108	http://snomed.info/sct#4855003	SN_4855003
http://snomed.info/sct#999004691000230108	http://snomed.info/sct#5368009	SN_5368009
http://snomed.info/sct#999004691000230108	http://snomed.info/sct#5969009	SN_5969009
http://snomed.info/sct#999004691000230108	http://snomed.info/sct#8801005	SN_8801005
http://snomed.info/sct#999004691000230108	http://snomed.info/sct#11530004	SN_11530004
http://snomed.info/sct#999004691000230108	http://snomed.info/sct#44054006	SN_44054006
http://snomed.info/sct#999004691000230108	http://snomed.info/sct#46635009	SN_46635009
http://snomed.info/sct#999004691000230108	http://snomed.info/sct#49455004	SN_49455004
http://snomed.info/sct#999004691000230108	http://snomed.info/sct#51002006	SN_51002006
http://snomed.info/sct#999004691000230108	http://snomed.info/sct#70694009	SN_70694009
http://snomed.info/sct#999004691000230108	http://snomed.info/sct#73211009	SN_73211009
http://snomed.info/sct#999004691000230108	http://snomed.info/sct#75682002	SN_75682002
http://snomed.info/sct#999004691000230108	http://snomed.info/sct#111552007	SN_111552007
http://snomed.info/sct#999004691000230108	http://snomed.info/sct#127012008	SN_127012008
http://snomed.info/sct#999004691000230108	http://snomed.info/sct#127013003	SN_127013003
http://snomed.info/sct#999004691000230108	http://snomed.info/sct#127014009	SN_127014009
http://snomed.info/sct#999004691000230108	http://snomed.info/sct#190368000	SN_190368000
http://snomed.info/sct#999004691000230108	http://snomed.info/sct#190369008	SN_190369008
http://snomed.info/sct#999004691000230108	http://snomed.info/sct#190372001	SN_190372001
http://snomed.info/sct#999004691000230108	http://snomed.info/sct#190388001	SN_190388001
http://snomed.info/sct#999004691000230108	http://snomed.info/sct#190389009	SN_190389009
http://snomed.info/sct#999004691000230108	http://snomed.info/sct#190390000	SN_190390000
http://snomed.info/sct#999004691000230108	http://snomed.info/sct#201724008	SN_201724008
http://snomed.info/sct#999004691000230108	http://snomed.info/sct#230577008	SN_230577008
http://snomed.info/sct#999004691000230108	http://snomed.info/sct#237599002	SN_237599002
http://snomed.info/sct#999004691000230108	http://snomed.info/sct#237601000	SN_237601000
http://snomed.info/sct#999004691000230108	http://snomed.info/sct#237604008	SN_237604008
http://snomed.info/sct#999004691000230108	http://snomed.info/sct#237612000	SN_237612000
