http://endhealth.info/im#InformationModelConcept	http://snomed.info/sct#359993007	SN_359993007
http://endhealth.info/im#InformationModelConcept	http://snomed.info/sct#1187059002	SN_1187059002
http://endhealth.info/im#71000252102	http://snomed.info/sct#359993007	SN_359993007
http://endhealth.info/im#71000252102	http://snomed.info/sct#1187059002	SN_1187059002
http://snomed.info/sct#325841000000109	http://snomed.info/sct#716571000000103	SN_716571000000103
http://snomed.info/sct#325841000000109	http://snomed.info/sct#325931000000109	SN_325931000000109
http://snomed.info/sct#325841000000109	http://snomed.info/sct#325851000000107	SN_325851000000107
http://snomed.info/sct#325841000000109	http://snomed.info/sct#384131000000101	SN_384131000000101
http://snomed.info/sct#325841000000109	http://snomed.info/sct#772081000000100	SN_772081000000100
http://snomed.info/sct#325841000000109	http://snomed.info/sct#325941000000100	SN_325941000000100
http://snomed.info/sct#325841000000109	http://snomed.info/sct#325951000000102	SN_325951000000102
http://snomed.info/sct#325841000000109	http://snomed.info/sct#325861000000105	SN_325861000000105
http://snomed.info/sct#325841000000109	http://snomed.info/sct#325871000000103	SN_325871000000103
http://snomed.info/sct#325841000000109	http://snomed.info/sct#766841000000106	SN_766841000000106
http://snomed.info/sct#325841000000109	http://snomed.info/sct#766861000000107	SN_766861000000107
http://snomed.info/sct#325841000000109	http://snomed.info/sct#766871000000100	SN_766871000000100
http://snomed.info/sct#325841000000109	http://snomed.info/sct#854891000000104	SN_854891000000104
http://snomed.info/sct#325841000000109	http://snomed.info/sct#325961000000104	SN_325961000000104
http://snomed.info/sct#325841000000109	http://snomed.info/sct#325981000000108	SN_325981000000108
http://snomed.info/sct#325841000000109	http://snomed.info/sct#325991000000105	SN_325991000000105
http://snomed.info/sct#325841000000109	http://snomed.info/sct#326001000000109	SN_326001000000109
http://snomed.info/sct#325841000000109	http://snomed.info/sct#325921000000107	SN_325921000000107
http://snomed.info/sct#325841000000109	http://snomed.info/sct#325881000000101	SN_325881000000101
http://snomed.info/sct#325841000000109	http://snomed.info/sct#325901000000103	SN_325901000000103
http://snomed.info/sct#325841000000109	http://snomed.info/sct#325911000000101	SN_325911000000101
http://snomed.info/sct#325841000000109	http://snomed.info/sct#766851000000109	SN_766851000000109
http://snomed.info/sct#325841000000109	http://snomed.info/sct#774221000000100	SN_774221000000100
http://snomed.info/sct#325841000000109	http://snomed.info/sct#325971000000106	SN_325971000000106
http://snomed.info/sct#325841000000109	http://snomed.info/sct#325891000000104	SN_325891000000104
