http://smartlifehealth.info/smh#e5d82d45-66fa-428b-874e-e3246a38e670	http://snomed.info/sct#72313002	SN_72313002
http://smartlifehealth.info/smh#e5d82d45-66fa-428b-874e-e3246a38e670	http://snomed.info/sct#163020007	SN_163020007
http://smartlifehealth.info/smh#e5d82d45-66fa-428b-874e-e3246a38e670	http://snomed.info/sct#314440001	SN_314440001
http://smartlifehealth.info/smh#e5d82d45-66fa-428b-874e-e3246a38e670	http://snomed.info/sct#314445006	SN_314445006
http://smartlifehealth.info/smh#e5d82d45-66fa-428b-874e-e3246a38e670	http://snomed.info/sct#314446007	SN_314446007
http://smartlifehealth.info/smh#e5d82d45-66fa-428b-874e-e3246a38e670	http://snomed.info/sct#314449000	SN_314449000
http://smartlifehealth.info/smh#e5d82d45-66fa-428b-874e-e3246a38e670	http://snomed.info/sct#314453003	SN_314453003
http://smartlifehealth.info/smh#e5d82d45-66fa-428b-874e-e3246a38e670	http://snomed.info/sct#314460009	SN_314460009
http://smartlifehealth.info/smh#e5d82d45-66fa-428b-874e-e3246a38e670	http://snomed.info/sct#314461008	SN_314461008
http://smartlifehealth.info/smh#e5d82d45-66fa-428b-874e-e3246a38e670	http://snomed.info/sct#314462001	SN_314462001
http://smartlifehealth.info/smh#e5d82d45-66fa-428b-874e-e3246a38e670	http://snomed.info/sct#400974009	SN_400974009
http://smartlifehealth.info/smh#e5d82d45-66fa-428b-874e-e3246a38e670	http://snomed.info/sct#400975005	SN_400975005
http://smartlifehealth.info/smh#e5d82d45-66fa-428b-874e-e3246a38e670	http://snomed.info/sct#407554009	SN_407554009
http://smartlifehealth.info/smh#e5d82d45-66fa-428b-874e-e3246a38e670	http://snomed.info/sct#407555005	SN_407555005
http://smartlifehealth.info/smh#e5d82d45-66fa-428b-874e-e3246a38e670	http://snomed.info/sct#407556006	SN_407556006
http://smartlifehealth.info/smh#e5d82d45-66fa-428b-874e-e3246a38e670	http://snomed.info/sct#407557002	SN_407557002
http://smartlifehealth.info/smh#e5d82d45-66fa-428b-874e-e3246a38e670	http://snomed.info/sct#413605002	SN_413605002
http://smartlifehealth.info/smh#e5d82d45-66fa-428b-874e-e3246a38e670	http://snomed.info/sct#413606001	SN_413606001
http://smartlifehealth.info/smh#e5d82d45-66fa-428b-874e-e3246a38e670	http://snomed.info/sct#198081000000101	SN_198081000000101
http://smartlifehealth.info/smh#e5d82d45-66fa-428b-874e-e3246a38e670	http://snomed.info/sct#198091000000104	SN_198091000000104
http://smartlifehealth.info/smh#e5d82d45-66fa-428b-874e-e3246a38e670	http://snomed.info/sct#1091811000000102	SN_1091811000000102
http://smartlifehealth.info/smh#e5d82d45-66fa-428b-874e-e3246a38e670	http://snomed.info/sct#1162735000	SN_1162735000
http://smartlifehealth.info/smh#e5d82d45-66fa-428b-874e-e3246a38e670	http://snomed.info/sct#1162737008	SN_1162737008
http://smartlifehealth.info/smh#86e1145a-4603-4a90-8ed6-e8609892de2b	http://snomed.info/sct#12929001	SN_12929001
http://smartlifehealth.info/smh#86e1145a-4603-4a90-8ed6-e8609892de2b	http://snomed.info/sct#18050000	SN_18050000
http://smartlifehealth.info/smh#86e1145a-4603-4a90-8ed6-e8609892de2b	http://snomed.info/sct#18352002	SN_18352002
http://smartlifehealth.info/smh#86e1145a-4603-4a90-8ed6-e8609892de2b	http://snomed.info/sct#72313002	SN_72313002
http://smartlifehealth.info/smh#86e1145a-4603-4a90-8ed6-e8609892de2b	http://snomed.info/sct#81010002	SN_81010002
http://smartlifehealth.info/smh#86e1145a-4603-4a90-8ed6-e8609892de2b	http://snomed.info/sct#163030003	SN_163030003
http://smartlifehealth.info/smh#86e1145a-4603-4a90-8ed6-e8609892de2b	http://snomed.info/sct#251070002	SN_251070002
http://smartlifehealth.info/smh#86e1145a-4603-4a90-8ed6-e8609892de2b	http://snomed.info/sct#271649006	SN_271649006
http://smartlifehealth.info/smh#86e1145a-4603-4a90-8ed6-e8609892de2b	http://snomed.info/sct#314438006	SN_314438006
http://smartlifehealth.info/smh#86e1145a-4603-4a90-8ed6-e8609892de2b	http://snomed.info/sct#386536003	SN_386536003
